id,name,description,code_id,created,created_by,parent,is_leaf
954,mul: leave text,players can add (persistent) text to the game world,4,1710237123880,1,806,1
957,top: aliens,,4,1728907890697,2,968,1
958,top: art,,4,1729329662434,2,963,1
959,top: colonialization,,4,1728907701376,2,960,1
960,top: conflict,topics related to conflict,4,1728907666234,2,992,0
961,top: conquest,,4,1728907701376,2,960,1
962,top: creatures,,4,1728907890697,2,968,1
963,top: culture & ethics,topics related to culture and questions of ethics,4,1728907666234,2,992,0
965,top: economy,,4,1728907839813,2,963,1
966,top: ecosystems,,4,1728907890697,2,968,1
968,top: forms of life,topics related to types of life forms,4,1728907666234,2,992,0
969,top: free will,,4,1728907839813,2,963,1
971,top: gods,,4,1728907890697,2,987,1
972,top: language,,4,1729329662434,2,963,1
973,top: machine intelligence,,4,1728907839813,2,963,1
974,top: magic,,4,1728907741834,2,987,1
976,top: monsters,,4,1728907890697,2,987,1
977,top: music,,4,1713160006939,2,963,1
978,top: other,"for any missing topics, e.g. technology",4,1729598464513,1,992,1
979,top: plants,,4,1728907890697,2,968,1
980,top: power struggle,,4,1728907701376,2,960,1
982,top: religion,,4,1728907839813,2,963,1
983,top: romantic love,,4,1728907839813,2,963,1
984,top: settlement,,4,1728907839813,2,963,1
986,top: sports,,4,1729329662434,2,963,1
987,top: supernatural,topics related to the supernatural,4,1728907666234,2,992,0
988,top: synthetic life,,4,1728907890697,2,968,1
989,top: time,"This tag marks games that have time as a central topic. For example when the needs to achieve something in a specific amount of time, or when a groundhog day scenario is at play.",4,1711125631692,2,992,1
990,top: violence,,4,1728907701376,2,960,1
991,top: war,,4,1728907701376,2,960,1
992,topics,,4,1713086804598,2,759,0
993,ui personalization,players can personalize some parts of the UI to better match their preferences,4,1713081762411,2,877,0
994,ui: accessibility,"UI settings for accessibility, e.g., a color-blind mode",4,1713082131114,2,993,1
995,ui: sandbox,UI sandbox that allows players to freely organize the layout,4,1713082131114,2,993,1
996,vis: bars,visualizations based around bars,4,1729926987595,1,802,1
997,vis: charts,any type of chart (axes + data),4,1729926987595,1,802,1
998,vis: graphs,graph-like visualizations of data in the game,4,1729926987595,1,802,1
999,vis: icons & symbols,"icons or symbols that encode game-relevant data (cannot be JUST ui elements)
",4,1731447727936,2,802,1
1000,vis: matrix & tables,matrix-like visualizations of data in the game,4,1729926987595,1,802,1
1001,vis: other,vis collection tag,4,1729674317217,1,802,1
1002,vis: overlay,data is displayed through an overlay,4,1729688050560,2,802,1
1003,vision: cones,vision works through cones (visible),4,1731410672552,2,833,1
1004,vision: fog of war,"game has fog of war, i.e., vision is limited to some area around players and other items/units/objects that give vision",4,1731410672552,2,833,1
1005,vision: other,game includes some other form of vision model,4,1731410672552,2,833,1
1006,what you do,"what players mostly ""do"" while playing, what the main activities are",4,1729337720729,2,759,0
1007,wyd: building,,4,1729711116920,2,1006,1
1008,wyd: crafting,,4,1729711116920,2,1006,1
1009,wyd: detective work,e.g. whodunit,4,1713108313741,2,1006,1
1010,wyd: farming,,4,1731701783762,2,1006,1
1011,wyd: fighting,,4,1731701783762,2,1006,1
1012,wyd: managing,,4,1731701783762,2,1006,1
1013,wyd: platforming,,4,1731701981082,2,1006,1
1014,wyd: racing,,4,1731701981082,2,1006,1
1015,set-t: futuristic,"merge tags:
set-t: future, set-t: futuristic",4,1733239930461,1,936,1
1016,set-t: antiquity,,4,1733239984413,1,936,1
1017,set-t: early modern age,,4,1733239984413,1,936,1
1018,set-s: europe,,4,1733240069572,1,935,1
1019,set-s: asia,,4,1733240069572,1,935,1
1020,set-s: africa,,4,1733240069572,1,935,1
1021,set-s: sea,,4,1733240094286,1,935,1
1022,set-s: underwater,,4,1733240094286,1,935,1
1023,wyd: puzzling,,4,1733240121709,1,1006,1
1024,wyd: exploring,,4,1733240121709,1,1006,1
1025,set-g: western,,4,1733255996439,1,778,1
1026,set-g: steampunk,,4,1733256575326,1,778,1
1027,set-g: comedy & parody,,4,1733257606389,1,778,1
1028,top: discrimination,"merge tags:
top: discrimination, top: racism, top: sexism",4,1733257823582,1,963,1
1029,top: family & friends,"merge tags:
top: family, top: friendship",4,1733257852268,1,963,1
1030,top: personal struggles,topics related to personal struggles,4,1733257887108,1,992,0
1031,top: grief & loss,,4,1733257946324,1,1030,1
1032,top: sanity,,4,1733258465792,1,1030,1
1033,top: parenthood,,4,1733258480483,1,1030,1
1034,ai companions,"the game includes AI companions that accompany the player (if there is a player character) for some time

NOTICE: does not include escort missions",5,1731405917758,2,1137,0
1035,ai: commandable,AI companions can be commanded (fully or partially),5,1731410146489,2,1034,1
1036,ai: uncommandable,AI companions cannot be commanded,5,1731410146489,2,1034,1
1037,auto: assemble,"automation is directly build/assembled, usually some kind of machine

something can only count as automation if it could also be done manually by the player in some other way, with the automation therefore replacing manual labor (preferably introducing a certain depth)",5,1712517083773,2,1039,1
1038,auto: configure,"automation is configured but not directly build/assembled

something can only count as automation if it could also be done manually by the player in some other way, with the automation therefore replacing manual labor (preferably introducing a certain depth)",5,1712517083773,2,1039,1
1039,automation,automating processes via game mechanics is helpful or mandatory for problem solving,5,1711805797474,4,1186,0
1050,character editor,"the game has a character editor which allows the player to personalize the character they play to some degree (age, gender, name, class, race, ..)",5,1713168014001,2,1182,1
1051,chunk: continuous,"no clear boundaries, seamless transitions between different game parts",5,1723054903241,2,1053,1
1052,chunk: package wise,"clear boundaries, different game parts can be named (or even separately chosen to play again)",5,1723054903241,2,1053,1
1053,chunkiness,"how game contents are packaged, i.e. are there no clear boundaries between different game parts (open world) or are there clear separations (levels)",5,1723054847105,2,1266,0
1054,com: chat wheel,"players can post premade messages to a chat, usually by using a wheel where they can choose between a set of available messages

This acts as a barrier for toxicity and does not require devs to implement chat filters.",5,1710236969585,1,1184,1
1055,com: external,"players communicate outside of the game, e.g. because they are in the same location or by using other software",5,1712517995392,2,1083,1
1056,com: free drawing,"players can draw to communicate with other players, e.g. by drawing on a map to indicate where something is",5,1712518030110,2,1083,1
1057,com: free gestures,players can communicate via free gestures (most likely only VR games),5,1712518263573,2,1083,1
1058,com: gestures,players can communicate using a set of predefined gestures their character can make,5,1712518088500,2,1184,1
1059,com: markers and pings,"players can communicate through markers and pings, i.e., small symbolic representations ",5,1712518088500,2,1184,1
1060,com: npc and npc,NPCs talk to each other (e.g. ambient dialog or cutscenes) which can act as a source of information for the player,5,1712518501719,2,1165,1
1061,com: npc and player,"NPCs communicate with the player (not their in-game character), e.g. in a tutorial. This can include narrators.",5,1712518467870,2,1165,1
1062,com: npc and playercharacter,"players can communicate with NPCs via their in-game character, e.g. to gather information, complete quests, trade resources or just chat",5,1712518467870,2,1165,1
1063,com: proximity communication,"Communication is bound to a location, e.g. players can only hear each other when they are close to each other in the game world.
This is allowed to be tagged for single player games.",5,1712518130882,2,1067,1
1064,com: soundboard,"players can communicate through a sound board, e.g., through a set of predefined spoken lines (voiced by someone else)",5,1712518088500,2,1184,1
1065,com: text chat,players can communicate through a text chat,5,1712518030110,2,1083,1
1066,com: voice chat,players can communicate through a voice chat,5,1712518030110,2,1083,1
1067,communication,how communication is handled in the game,5,1710962863491,1,1137,0
1068,content & substance,the general content and substance of a game in terms of topics and setting,5,1723066438461,2,,0
1075,dd: arrow indicator,players are shown a direction through an arrow indicator,5,1713095194985,2,1078,1
1076,dd: compass,players can understand directions through a compass,5,1713095194985,2,1078,1
1077,dd: ingame path trail,"directions are given through a path that is overlayed on the game world, e.g. to show players which way they must go",5,1713095236272,2,1078,1
1078,direction display,the game provides directional displays for spatial guidance,5,1710966824438,1,1258,0
1079,enact violence,players solve problems or progress by enacting violence like killing creatures and defeating enemies,5,1713167726338,2,1186,1
1080,exp: heterogeneous,players get a diverse game experience,5,1723054924885,2,1084,1
1081,exp: homogeneous,players get a more homogeneous game experience,5,1723054924885,2,1084,1
1082,form,"the form of a game, including its mechanics and structure",5,1723066659639,2,,0
1083,free communication,communcation with some degree of free expression,5,1712517995392,2,1183,0
1084,game experience,"how diverse the game experience is, i.e., are there many different aspects and activities to it or is it largely the same",5,1723054847105,2,1266,0
1085,game object personalization,"players can personalize game objects, e.g., through naming, coloring or cosmetics (clothing, hair styles)",5,1713081762411,2,1182,1
1086,game over condition,how/when the game is over,5,1723056022526,2,1137,0
1087,gather information,"players must identify and gather information themselves to progress, e.g. by inspecting objects or talking to NPCs",5,1710169624238,1,1106,0
1088,genre,"which genre from other media (film, literature) the game can be assigned to",5,1729346271906,2,1250,0
1089,ginfo: dialog,players collect information by talking to NPCs,5,1711012276403,1,1087,1
1090,ginfo: exploration,"players gather information by investigating their environment in the hopes of finding something, e.g. new items, an NPCs to talk to, etc.",5,1713108723165,2,1087,1
1091,ginfo: lookup,"players gather information by looking up information in the game (looking at letters, looking at the quest log)

NOTICE: this does not include *searching*",5,1713194480497,2,1087,1
1092,ginfo: remember self,"players must take care to remember gathered information themselves, since the game does not track it",5,1713088782652,2,1087,1
1093,ginfo: scouting,"players collect information by (repeadetly) investigating an area, e.g. to check that nothing is there or to get information on an enemy",5,1713097310471,2,1087,1
1094,ginfo: text search,players can search through information by specifying search terms,5,1710171588976,1,1087,1
1095,goc: critical failure,"game is over when the player fails critically, e.g., death, resets to a previous point in the game, thereby losing any progress between this point and the critical failure",5,1729345840511,2,1086,1
1096,goc: none,"there is no direct game over condition, e.g., because the game continues after the story ends (Minecraft) or because there was no end to begin with (endless mode)",5,1729345840511,2,1086,1
1097,goc: permadeath,"when the player dies, the game resets to the start",5,1729345840511,2,1086,1
1098,goc: reach endpoint,"the game ends when a certain point is reached, e.g., the conclusion of the main quest",5,1729345840511,2,1086,1
1099,info: arrange,players can spatially arrange information,5,1729932369387,2,1170,1
1100,info: connect,"players can (visually) connect pieces of information, e.g. via red strings like a graph",5,1710169537955,1,1170,1
1101,info: distribute,players must distribute information amongst themselves to tackle problems (multiplayer only),5,1730566869302,2,1106,1
1102,info: mark/tag,"players can tag information, which can be abstract or concrete, e.g. by tagging video clips based on their content",5,1709565043425,1,1170,1
1103,info: other,placeholder for any missing tags to organize information,5,1729586147123,1,1170,1
1104,info: record,"players can record information themselves, e.g. with a text note",5,1710169537955,1,1170,1
1105,info: visibility,"players can (visually) hide information not relevant to the current problem, e.g. by clicking an item to reduce its rendering opacity

this does not include being able to show or hide information in windows, e.g. a quest log",5,1710236316125,1,1170,1
1106,information,players must organize resources to succeed (e.g min-maxing),5,1710952384138,2,1186,0
1107,int: highlight,"visual highlights, e.g. for status changes, important entities, etc.",5,1711014568101,1,1111,1
1108,int: new data,"the game communicates that new data is available to the player, e.g., a new quest, new log entry, new armor, etc.",5,1729688050560,2,1111,1
1109,int: vis,,5,1729708779119,2,1111,0
1110,int: visual aid,the game has visual aids (mostly for navigation) like ledges that are painted in a particular color to indicate that they can be climbed on,5,1729933440774,2,1111,1
1111,interface,,5,1731411079857,2,1082,0
1113,leave behind artifacts,players can leave behind artifacts in a shared game world,5,1712518172709,2,1164,0
1114,map,,5,1712519023308,2,1258,0
1115,map: drawing,players can draw on a map,5,1710236914216,1,1114,1
1116,map: minimap,the game includes a minimap version of a larger map,5,1713095154286,2,1114,1
1117,map: path trail,path trails are shown on a map,5,1713095154286,2,1114,1
1118,map: place symbols,"players can place symbols on the map, e.g. location markers",5,1710235996661,1,1114,1
1119,map: quicktravel,"players can use a map to quickly travel to other locations

NOTICE: A game feature is only quicktravel if the player could also travel the same distance in a slower way e.g. walking by foot vs clicking on the minimap.",5,1713095051545,2,1114,1
1120,map: symbols,"the game includes a map (at all), usually with symbols that provide information on specific locations",5,1711111373766,2,1114,1
1121,mech: card game,Has mechanics based around card games. This can be actual card games or just prominent elements of card games.,5,1728907365843,2,1137,1
1122,mech: challenges,(optional) content intended to challenge players' skill,5,1731405573556,2,1137,1
1123,mech: change game speed,"players can change the speed of the game, e.g., through slow motion/bullet time, by having a tactical pause or directly controling the speed (slower/faster)",5,1729711611863,2,1137,1
1124,mech: combos,"the game has combos in some sense, e.g., when players successfully chain or combine (specific) attacks, when players can craft combos, etc.",5,1731405573556,2,1137,1
1125,mech: configurable quick access,player can configure some type of quick access,5,1731411317673,2,1137,1
1126,mech: other,for any missing tags related to mechanics,5,1729670099424,1,1137,1
1127,mech: physical save points,"there are physical objects in the game where the player can save and/or rest, optionally with replenishing their health

saving can mean creating a new save file or getting a new check point",5,1731446962617,2,1137,1
1128,mech: place & arrange,"players can place and arrange objects inside the game world, usually employed for building",5,1729710533716,2,1137,1
1129,mech: predefined notes,"the game provides information in the form of notes, audio diaries, encylopedias, letters, etc.",5,1729932299870,2,1137,1
1130,mech: quest tracker display,players can see their current quest objectives/tasks displayed on the screen (automatically or by setting a quest as active),5,1732212950817,1,1137,1
1131,mech: queue,players can queue specific actions like movement or more complex commands; does not count if the game only internally uses a queue,5,1712516375204,2,1137,1
1132,mech: quicktime events,events that require players to press a specific button in a given amount of time; can have bad consequences if failed,5,1713167124757,2,1137,1
1133,mech: skilltree & upgrades,"game includes a systems, like a skill or research tree, where upgrades are successively unlocked",5,1713081925536,2,1137,1
1134,mech: stealth,"the game has stealth mechanics like sneaking, wearing disguises or stealing",5,1728907214929,2,1137,1
1135,mech: transform,"players can transform things inside the game into other things, e.g. crafting",5,1729710892334,2,1137,1
1136,mech: vehicles & mounts,"players can use vehicles or mounts (e.g., horses, dragons, etc.) to traverse the world
- have their own controls
- alternative way of moving",5,1729931882819,2,1137,1
1137,mechanics,A mechanic is a feature that the game provides such that the player is able to accomplish game given tasks. This is not the same as what you do.,5,1723066676424,2,1082,0
1138,meta-mechanics,high-level features of a game,5,1712518214027,2,,0
1139,mini: busywork,"minigames that consist of busywork (see ""busywork"" tag), e.g. trivial and repetitive tasks",5,1713109628757,2,1144,1
1140,mini: logic,"includes minigames that can primarily be solved by employing logic, e.g Towers of Hanoi",5,1713109628757,2,1144,1
1141,mini: luck,,5,1728907133175,2,1144,1
1142,mini: skill,"includes minigames that can primarily be solved through skill, e.g clicking objects in a short time frame in the correct order",5,1713109628757,2,1144,1
1143,mini: strategy,,5,1728907133175,2,1144,1
1144,minigames,mini-games that reward players with progress in some form,5,1710171886240,1,1137,0
1145,misc,miscellaneous,5,1713160667321,2,1138,0
1146,misc: collectibles,the game has collectible items that players can collect during gameplay and that are usually displayed in a gallery somewhere,5,1731405506770,2,1145,1
1147,misc: community content,"the game allows for community content (e.g., via the steam workshop)",5,1729713354514,2,1145,1
1148,misc: difficulty settings,the game allows players to customize the difficulty by selecting a difficulty level or customized game settings that influence difficulty,5,1731405757929,2,1145,1
1149,misc: educational,"the game includes educational content that directly aims to be educational

NOTICE: This does not include when information/architecture is based on the real-world but just part of the game as such. There must be obvious intent to educate.",5,1731405871847,2,1145,1
1150,misc: secrets,"the game includes content that is hidden or not easily accessible, e.g. easter eggs, treasures, special endings ..",5,1711813043652,4,1145,1
1151,misc: tutorial,the game includes a tutorial of some kind (can be big or small),5,1712518532938,2,1145,1
1152,mng: compose team,"players need to compose a team of units

requires that units influence each other e.g. in terms of interaction",5,1713166425659,2,1203,1
1153,mng: consumables,"players need to manage consumable resources like money, materials, potions, etc.",5,1729935186758,1,1203,1
1154,mng: inventory,"players need to manage their inventory , which is limited by space or weight (choose which items to keep)",5,1729330703600,2,1203,1
1155,mng: items,"players need to manage which items they use, buy, equip, etc.",5,1729330652832,2,1203,1
1156,mng: skills,"players need to manage skills, e.g., when to use a skill, when to upgrade it or which skills to equip",5,1713166308721,2,1203,1
1157,mng: time,"players need to manage time, e.g., because the game has other systems based around time",5,1713186219695,2,1203,1
1158,mng: units,players need to manage mutliple units,5,1713165529767,2,1203,1
1159,mul: couch coop,"cooperative multiplayer that is played in the same location, using a single device",5,1712518370275,2,1164,1
1160,mul: leave game objects,players can leave behind objects in the shared world,5,1713091585129,2,1113,1
1161,mul: leave text,players can add (persistent) text to the game world,5,1710237123880,1,1113,1
1162,mul: local multiplayer,"multiplayer that is played in the same network (LAN), using multiple devices",5,1712518370275,2,1164,1
1163,mul: online multiplayer,multiplayer that is played online (using multiple devices),5,1712518389638,2,1164,1
1164,multiplayer,multiplayer mechanics and categories,5,1712518292525,2,1137,0
1165,npc communication,which type of communication with NPCs is available,5,1712517860074,2,1067,0
1166,ord: branches,"game contents can be experienced/accessed in a branched order, i.e., there are different options but still some restrictions",5,1723054874006,2,1169,1
1167,ord: linear,game contents can only be experienced/accessed in a predetermined linear order,5,1723054874006,2,1169,1
1168,ord: open,"game contents can be experienced/accessed in any order, e.g., in open-world games",5,1723054874006,2,1169,1
1169,order,describes in which order game contents can be experienced/accessed,5,1723054847105,2,1266,0
1170,organize information,players can organize information to progress (or make their lives easier),5,1713088519570,2,1106,0
1172,pc: discovery,"challenge based on discovery of new information about the story, game world, characters, etc.",5,1717611119990,2,1181,1
1173,pc: emotional challenges,challenge based on emotional reactions to story developments or other parts of the game,5,1713105924667,2,1181,1
1174,pc: labor or busywork,challenge based on simply having to do a lot of work,5,1715682690920,2,1181,1
1175,pc: logic challenges,challenge based on using logic to find correct solutions,5,1713196264887,2,1181,1
1176,pc: memory,challenge based on remembering vital information,5,1729932200198,2,1181,1
1177,pc: moral challenges,challenge based around the morality of events in the game,5,1717611007935,2,1181,1
1178,pc: other,any other unique challenges,5,1715682588475,2,1181,1
1179,pc: skill or dexterity,challenge based on mastering a skill (usally hand-eye coordination) to a certain degree,5,1713159322039,2,1181,1
1180,pc: strategy challenges,"challenge based on problems of a strategic nature, e.g. players must manage resources and make plans to overcome challenges",5,1713166918917,2,1181,1
1181,personal challenges,main challenges that (we personally) feel the game gives the player,5,1713086660182,2,1185,0
1182,personalization,players can personalize parts of the game,5,1710968934321,1,1138,0
1183,player communication,which types of player-to-player communication is available,5,1712517860074,2,1067,0
1184,preset communication,"communcation over presets, i.e., no free expression",5,1712517995392,2,1183,0
1185,problem solving,which problems players solve in the game and how they do it,5,1712519248734,2,,0
1186,problem solving techniques,,5,1713086660182,2,1185,0
1187,randomness,how randomness is used inside the game (to enhance replayability),5,1723055144229,2,1195,0
1188,reasoning,players must employ reasoning to tackle problems,5,1712518716741,2,1186,0
1189,rep: gameplay branches,"the game provides mechanics that result in different ways of playing the game (e.g. skilltree)

this does not apply to scenarios where the core gameplay is the same but with a slightly different flavor (e.g. pokemon)",5,1723055144229,2,1195,1
1190,rep: meta progression,"players progress after finishing a game/match (e.g. increasing a character level in multiplayer games, etc.)",5,1723055144229,2,1195,1
1191,rep: narrative branches,"players can make different choices for the narrative, resulting in different outcomes",5,1729335744766,2,1195,1
1192,rep: scoring system,game includes a scoring or ranking system that may motivate players to replay (sections of) the game,5,1729932152039,2,1195,1
1193,rep: unlock content,"players unlock new content after finishing the game or a run of the game, e.g. new levels, new cosmetics, new game modes, story elements, etc.",5,1723055144229,2,1195,1
1194,repetition,players can tackle problems through repetition,5,1712517635199,2,1186,0
1195,replayability,mechanics and concepts to influence the replayability of a game,5,1723055039423,2,1137,0
1196,res: apply logic,"players must apply logic for problem-solving, e.g., for abstract puzzles",5,1729519529327,2,1188,1
1197,res: apply physics,"problem solving involves systems and rules based on physics, e.g. jump-and-run or more complex puzzles",5,1710956484400,2,1188,1
1198,res: combine information,"players need to assemble pieces in the correct manner, e.g. when presenting evidence",5,1709910826759,1,1188,1
1199,res: learn or apply language,"merge tags:
apply preknown language, body language, learn programming, learn unknown language",5,1729347175250,2,1188,1
1200,res: process of elimination,problem-solving is partially based on process of elimination,5,1729519599467,2,1188,1
1201,res: social deduction,players need to engage in social deduction for problem-solving,5,1709910683079,1,1188,1
1202,res: strategic planning,"players must devise an appropriate strategy to solve problems, weighing different options and uncertainty",5,1710969196761,1,1188,1
1203,resource management,"players must manage resources to progress, e.g., items, skills, money, etc.",5,1713185301563,2,1186,0
1204,rnd: ability outcome,the outcome of an ability/skill is randomized to some degree,5,1723055241633,2,1187,1
1205,rnd: ability select,which abilities can be selected is randomized to some degree,5,1723055241633,2,1187,1
1206,rnd: agents,how (AI) agents are spawned or how they behave is randomized to some degree,5,1729713903914,2,1187,1
1207,rnd: enemies,how enemies are spawned or how they behave is randomized to some degree,5,1723055241633,2,1187,1
1208,rnd: events,random events can occurr during gameplay,5,1729713541766,2,1187,1
1209,rnd: loot,"loot (items that enemies drop or that can be found in chests) is randomized to some degree, e.g., using a loot table",5,1723055241633,2,1187,1
1210,rnd: world generation,"the game world is randomly generated to some degree, e.g., procedural generation ",5,1723055241633,2,1187,1
1211,rpt: grinding,"players can progress by grinding, this is very similar to busywork since players continuously do the same activity, e.g. kill a specific enemy type.

can be motivated internally (players want to level-up) or because the game difficulty forces them to by not providing other means of progressing",5,1712517680714,2,1194,1
1212,rpt: practicing,players may want to practice to tackle a (skill) challenge or simply get better,5,1713186177389,2,1194,1
1213,rpt: trial and error,"players solve problems via trial and error since they can just try out different solution strategies without penalty (or with reloading)

NOTICE: only tag this when this is a viable strategy",5,1710962926778,1,1194,1
1214,sch: blueprint,players can define or build blueprints that function as a planning help,5,1710236656030,1,1218,1
1215,sch: copy-paste,players can use copy-paste features for building,5,1712517337379,2,1218,1
1216,sch: recipe,"the game includes recipes, e.g., for crafting",5,1712517337379,2,1218,1
1217,sch: template,players can define (building) templates to reuse at another point in time,5,1710968934321,1,1218,1
1218,schemata,mechanics related to building,5,1712517197573,2,1137,0
1219,set-g: adventure,,5,1729346322611,2,1088,1
1220,set-g: comedy & parody,,5,1733257606389,1,1088,1
1221,set-g: crime & mystery,,5,1729346322611,2,1088,1
1222,set-g: fantasy,,5,1729346322611,2,1088,1
1223,set-g: horror & gore,,5,1729346322611,2,1088,1
1224,set-g: other,,5,1729346322611,2,1088,1
1225,set-g: post apocalypse,,5,1729346322611,2,1088,1
1226,set-g: science fiction,,5,1729346322611,2,1088,1
1227,set-g: space western,,5,1729346322611,2,1088,1
1228,set-g: steampunk,,5,1733256575326,1,1088,1
1229,set-g: western,,5,1733255996439,1,1088,1
1230,set-g: zombie apocalypse,,5,1729346322611,2,1088,1
1231,set-s: africa,,5,1733240069572,1,1248,1
1232,set-s: americas,,5,1729346191635,2,1248,1
1233,set-s: asia,,5,1733240069572,1,1248,1
1234,set-s: europe,,5,1733240069572,1,1248,1
1235,set-s: nature,,5,1729346191635,2,1248,1
1236,set-s: other,,5,1729346191635,2,1248,1
1237,set-s: sea,,5,1733240094286,1,1248,1
1238,set-s: space,,5,1729346191635,2,1248,1
1239,set-s: space ship,,5,1729346191635,2,1248,1
1240,set-s: underwater,,5,1733240094286,1,1248,1
1241,set-s: urban,,5,1729346191635,2,1248,1
1242,set-t: antiquity,,5,1733239984413,1,1249,1
1243,set-t: early modern age,,5,1733239984413,1,1249,1
1244,set-t: futuristic,"merge tags:
set-t: future, set-t: futuristic",5,1733239930461,1,1249,1
1245,set-t: middle ages,,5,1729346257153,2,1249,1
1246,set-t: modern times,,5,1729346257153,2,1249,1
1247,set-t: other,,5,1729346257153,2,1249,1
1248,set: spatial,which location the game takes place in or which location it heavily references,5,1715683167492,2,1250,0
1249,set: time,in which time period the game takes place or which time period it heavily references,5,1715683167492,2,1250,0
1250,setting,"the setting of a game in terms of location, time and genre",5,1715682758927,2,1068,0
1252,sim: daily routines,agents in the game have simulated daily routines,5,1731447205303,2,1257,1
1253,sim: day-night cycle,the game includes a day/night cycle or meaningful connection of daytime to other game mechanics,5,1731447205303,2,1257,1
1254,sim: economy,the game features a simulated (even if simple) economy with supply and demand,5,1731701867860,2,1257,1
1255,sim: needs,"the game simulates needs of people, animals, plants, etc.",5,1731447205303,2,1257,1
1256,sim: seasons & weather,the game simulates weather or seasons in some way meaningful to other game mechanics,5,1731447205303,2,1257,1
1257,simulation systems,"different types of systems that games can simulate, which have an impact on other mechanics",5,1731447145352,2,1137,0
1258,spatial navigation,,5,1713093873124,2,1138,0
1259,spn: marker,the game provides markers in the game world to support spatial navigation,5,1713095236272,2,1258,1
1260,spn: object quicktravel,"players can quicktravel using objects in the game world like portals, teleport scrolls, gates, etc.",5,1713095081101,2,1258,1
1261,spn: other,any other type of spatial navigation,5,1729346670258,2,1258,1
1262,spn: pings,players can support spatial navigation through pings (likely only multiplayer),5,1729346695331,2,1258,1
1263,struc: cyclic,"the game has a cyclic structure, i.e., it can (or should) be played multiple times for a good player experience",5,1723054847105,2,1266,1
1264,struc: match based,"the game is match-based, i.e., each play session consists of 1 or more matches that are clearly separated from each other

the most prominent examples can be found in multiplayer games (e.g. DotA 2 or Counter Strike)",5,1723054847105,2,1266,1
1265,struc: turnbased,"(some) parts of the game are structured in a turn-based manner, usually related to combat",5,1728907365843,2,1266,1
1266,structure,,5,1723054777441,2,1082,0
1267,subversion: game mechanics,the game subverts known game mechanics,5,1712518810056,2,1145,1
1268,subversion: storytelling,the game subverts storytelling practices,5,1712518810056,2,1145,1
1270,top: aliens,,5,1728907890697,2,1281,1
1271,top: art,,5,1729329662434,2,1276,1
1272,top: colonialization,,5,1728907701376,2,1273,1
1273,top: conflict,topics related to conflict,5,1728907666234,2,1305,0
1274,top: conquest,,5,1728907701376,2,1273,1
1275,top: creatures,,5,1728907890697,2,1281,1
1276,top: culture & ethics,topics related to culture and questions of ethics,5,1728907666234,2,1305,0
1277,top: discrimination,"merge tags:
top: discrimination, top: racism, top: sexism",5,1733257823582,1,1276,1
1278,top: economy,,5,1728907839813,2,1276,1
1279,top: ecosystems,,5,1728907890697,2,1281,1
1280,top: family & friends,"merge tags:
top: family, top: friendship",5,1733257852268,1,1276,1
1281,top: forms of life,topics related to types of life forms,5,1728907666234,2,1305,0
1282,top: free will,,5,1728907839813,2,1276,1
1283,top: gods,,5,1728907890697,2,1300,1
1284,top: grief & loss,,5,1733257946324,1,1292,1
1285,top: language,,5,1729329662434,2,1276,1
1286,top: machine intelligence,,5,1728907839813,2,1276,1
1287,top: magic,,5,1728907741834,2,1300,1
1288,top: monsters,,5,1728907890697,2,1300,1
1289,top: music,,5,1713160006939,2,1276,1
1290,top: other,"for any missing topics, e.g. technology",5,1729598464513,1,1305,1
1291,top: parenthood,,5,1733258480483,1,1292,1
1292,top: personal struggles,topics related to personal struggles,5,1733257887108,1,1305,0
1293,top: plants,,5,1728907890697,2,1281,1
1294,top: power struggle,,5,1728907701376,2,1273,1
1295,top: religion,,5,1728907839813,2,1276,1
1296,top: romantic love,,5,1728907839813,2,1276,1
1297,top: sanity,,5,1733258465792,1,1292,1
1298,top: settlement,,5,1728907839813,2,1276,1
1299,top: sports,,5,1729329662434,2,1276,1
1300,top: supernatural,topics related to the supernatural,5,1728907666234,2,1305,0
1301,top: synthetic life,,5,1728907890697,2,1281,1
1302,top: time,"This tag marks games that have time as a central topic. For example when the needs to achieve something in a specific amount of time, or when a groundhog day scenario is at play.",5,1711125631692,2,1305,1
1303,top: violence,,5,1728907701376,2,1273,1
1304,top: war,,5,1728907701376,2,1273,1
1305,topics,,5,1713086804598,2,1068,0
1306,ui personalization,players can personalize some parts of the UI to better match their preferences,5,1713081762411,2,1182,0
1307,ui: accessibility,"UI settings for accessibility, e.g., a color-blind mode",5,1713082131114,2,1306,1
1308,ui: sandbox,UI sandbox that allows players to freely organize the layout,5,1713082131114,2,1306,1
1309,vis: bars,visualizations based around bars,5,1729926987595,1,1109,1
1310,vis: charts,any type of chart (axes + data),5,1729926987595,1,1109,1
1311,vis: graphs,graph-like visualizations of data in the game,5,1729926987595,1,1109,1
1312,vis: icons & symbols,"icons or symbols that encode game-relevant data (cannot be JUST ui elements)
",5,1731447727936,2,1109,1
1313,vis: matrix & tables,matrix-like visualizations of data in the game,5,1729926987595,1,1109,1
1314,vis: other,vis collection tag,5,1729674317217,1,1109,1
1315,vis: overlay,data is displayed through an overlay,5,1729688050560,2,1109,1
1316,vision,the game models vision (player or AI agents see something) in some way,5,1731410639365,2,1137,0
1317,vision: cones,vision works through cones (visible),5,1731410672552,2,1316,1
