id,group_id,name,cluster,description,created,created_by
567,535,Custom Location Marker,location guidance,Players can mark locations such that they are always indicated via an arrow that also shows the distance to the marked location.,1738217059799,1
568,536,Placeholders,placeholders,"Players can visualize possible solutions to the problem, thereby making it easier to compare these options and find the correct solution.

When clicking on a cell with a temporary value the lowest value is automatically chosen. (2,3 -> 2)",1738217059799,1
569,537,Blueprint,placeholders,"Players can plan a larger prison complex before building by using the blueprint feature. Since the map is quite large and initial resources are limited, this is quite useful for players who like to plan ahead instead reacting spontaneously.",1738217059799,1
570,537,Copy Paste Buildings,templates,Players can copy any existing buildings and paste them somewhere else (multiple times).,1738217059799,2
571,538,Blueprint,placeholders,"Players can use the bluepring feature to plan their island (which is often of limited size) in order not to waste resources later in the game due to restructuring. Building blueprints are always rendered transparently, meaning the player's plans are always visible.

Can click on buildings to actually build them quickly",1738217059799,1
572,539,Filling the Gaps,knowledge map,"Players need to assign people to different roles to progress in the game. These blank spaces can be used to record the player's current guess for a role, making it easier to track who they suspect each role belongs to. The game does not indicate whether any of these assignments might contradict each other, so it's possible to assign the same person to multiple roles. 

Entities are replaces once three correct people ones assigned.",1738217059799,1
573,540,Stamps,labeling,Players can use stamps to crudely tag web pages.,1738217059799,1
574,541,Text Chat,free expression,"Players can use the text chat for a variety of reasons. A common thing to do is to write important timings into the chat and use the chat history later to refer to that information. Others also combine the chat with their computer's clipboard to achieve this: The write information into the chat (but do not send it), copy the text to their clipbard and then paste it into the chat at a later point in time.",1738217059799,1
575,542,Quickbuy,hotbar,"Players can put items into their quickbuy. This is always shown on the screen and players can use hotkeys to buy items from their quickbuy. Usually, players put the next items they want to buy in there (can consist of multiple components) and buy something as soon as they have enough gold, which is indicated visually via the item's border.",1738217059799,1
576,542,Action Queues,command queue,"Players can queue movement, skills and item skills. Queued movement is visualized in the world via green lines and small flags at the waypoints. This can be used for controlled units like summons or illusions, which are often sent to other locations on the map to farm gold or harass enemies.

How are skills/item usage encoded?
",1738217059799,1
577,543,Chat Pings,pings,"Players can ping many things in the game to communicate with their teammates. Pings are context-sensitive and usually relate to a specific object, meaning the player presses the ping hotkeys and simultaneously clicks on an object with the mouse. For example, players can ping their health bar which prints a message that contains their health value. The same can be done for skills, which prints a message depending on the skill status (e.g. ready, on cooldown, missing mana). Enemies can also be pinged and when their name is included in a message, it is colored in accordance with the player color used throughout the complete match.

They may also ping their quickbuy to indicate what they want to buy next and how much gold they still need to buy it. Enemies can be pinged to indicate their presence. Ping messages always have the same structure and simply replace the values, which are also visually highlighted. Some ping messages also imply intent, e.g. the structure is ""I think someone should purchase X"" where X was the pinged item. Ping messages may also differ based on context, e.g. pinging the game clock may alert allied players that runes will soon spawn.",1738217059799,1
578,543,Ping Wheel,pings,"The game has a ping wheel where players can indicate information related to a location in the game. Amongst others, these include:

- indicate that a ward *should* be placed at a specific location
- indicate that the player will go to a specific location
- indicate that teammates should retreat from a specific location 

These markers disappear automatically after some time, are also indicated on the minimap with their respective symbol and print a message to the chat that depends on the chosen option. For example, when using the second option listed above, the chat will say ""Heading to X"" where X is the name of the location that was pinged.",1738217059799,1
579,544,Board Overlay,placeholders,"Players can place circle markers and arrows to visualize intent, sequencing of moves and/or high-priority squares. This alleviates mental simulation load which is the main challenge in playing chess.
",1738217059799,4
580,545,Blueprint,placeholders,"Players can use a planning tool in build mode to mark floor tiles. This can be used to plan your buildings layout before actually building it, helping you to plan ahead and optimize your base layout in terms of aesthetics or efficiency.",1738217059799,4
581,546,Custom Location Marker,location guidance,Place a symbol on the map such that one can follow it to the destination.,1738217059799,2
582,547,Books,notes,"Players can write information in a book, e.g. coordinates or task that should be completed.",1738217059799,2
583,548,Place Block As Marker,labeling,"Players can mark/indicate sth by placing a block near an object. For example, the contents of a chest can be indicated by placing a block near the chest or using an item-frame.",1738217059799,2
584,549,Signs,free expression,"The player can use signs and write on them for varyious reasons. e.g. the player can mark already visited areas, or warn of danger, or indicate in which direction to go.",1738217059799,2
585,550,Assisted Targetting Action Queue,command queue,"Using the assisted targetting system lets you choose targets and their body parts to shoot at, and stores all selected targets in a queue. 
You can remove elements from the queue or commit to the queue execution.

The game also shows statistics (health, probability to hit your shot) for the targets.",1738217059799,4
586,551,Create Custom Templates,templates,Players can create templates (e.g. arrangement of park items) to reuse later on.,1738217059799,2
587,551,Template Tags,labeling,"Players can provide tags for their created templates, making it easier to find specific ones.",1738217059799,1
588,552,Map Creation,knowledge map,"Different from most other modern games, the game does not draw a map automatically when the player explores new areas. 
Instead, the player is given a toolbox to draw and represent the map ingame himself.
Degree of expression is quite high (through many symbols, manual coloring, separators etc.) but the map is grid-based.",1738217059799,4
589,553,Save Screenshot,screenshots,"Players can take ingame screenshots which are accessible in a separate menu. The location is not available directly, players must still remember where the image was taken.",1738217059799,2
590,554,Mark enemies,location guidance,Players can tag enemies to get a better view of their position and additional information (like their weapon),1738217059799,2
591,555,Customize Storage Box,labeling,Players can customize their Pokémon storage boxes by renaming them and choosing a wallpaper (from a set of predefined ones).,1738217059799,1
592,555,Arrangement,organizable inventory,Players can arrange Pokémon inside a storage box on a grid.,1738217059799,1
593,556,Trackers,location guidance,Players can place trackers on other people so that they show up on the map (as a small symbol).,1738217059799,1
594,557,Desktop Customization,organizable windows,"Players can customize their (ingame) desktop to make sure all important resources are quickly available, e.g. by having an image open that they should look for related to copyright infringement.",1738217059799,1
595,558,Player Messages,free expression,"Players can leave messages throughout the world for other players to read, but are limited to choosing from a set of predefined words/sentence structures. Players only see a unique subset of all available messages (to prevent clutter). Can include messages intended to mislead/troll.",1738217059799,2
596,559,Mark cells,placeholders,"The player can mark cells with either by adding a red bomb-flag or a question mark. Afterwards, in both cases, the cell can not be clicked on unless the mark is removed. This allows players to prevent accidents (like clicking on a known bomb, ending the game) or try out different constellations.",1738217059799,2
597,560,Custom Location Marker,location guidance,Players can place a custom location marker to help them navigate.,1738217059799,1
598,561,Camera,screenshots,Players can take photos and look at them later on.,1738217059799,1
599,562,Camera,screenshots,Players can take ingame screenshots with a camera and access these screenshots in a photo overview menu,1738217059799,1
600,563,Pin Recipes,hotbar,Select a recipe to show in the restaurant view.,1738217059799,2
601,564,Automate Minions,command queue,"Player can program a minion to do tasks the player otherwise would have to do. This can reduce mental load.
The player can assign the minion a sequence of steps, by taking control of the minion and performing the sequence once.",1738217059799,2
602,565,Premove Queue,command queue,"You can put moves into a queue, to be executed (if they are still legal) once the enemy has made their move.
The feature is called ""premove"".

The main use for this is reducing the time your moves take.",1738217059799,4
603,566,Favorites Quick Access,hotbar,"Players can mark items as favorites, which shows them in a special category in the inventory. They are also available in a special quick access menu. So the favorites are available in two different menus.",1738217059799,1
604,567,Customizable Hotbar,hotbar,Players can assign items to one of six slots (which always have a set hotkey associated with them) where they can be used and one of three slots where they cannot be used but swapped into one of the usable slots. The former is called the inventory and the latter is called the backpack. Players can arrange items so as to optimize item usage and hotkey binding.,1738217059799,1
605,568,Control Groups,hotbar,"Players can bind units to specific hotkeys, such that every unit in the group is selected when they associated key is pressed. This is essential to manage the diverse and large number of units players command.",1738217059799,1
606,569,Control Groups,hotbar,"Players can define control groups by using a hotkey when a set of units is selected. This allows the player to quickly switch between selected collections of units, which is essential to playing the game.",1738217059799,1
607,570,Control Groups,hotbar,"Players can define control groups for collections of units to easily switch between them with a single key.

When units die, custom control groups are dissolved.",1738217059799,1
608,571,Customizable Inventory Space,organizable inventory,Player can freely arrange items in their inventory (grid-based) so as to optimize it for their playstyle.,1738217059799,1
609,571,Customizable Hotbar,hotbar,Players can customize a hotbar that gives them quick access to up to 10 items.,1738217059799,1
610,572,Customizable Inventory Space,organizable inventory,Players have a grid-based inventory that they can arrange to meet their individual needs.,1738217059799,1
611,573,Custom Location Marker,location guidance,Players can place location markers that will show up as arrow indicators on the minimap and as icons on the large map. ,1738217059799,1
612,574,Customizable Inventory Space,organizable inventory,Players can freely arrange items on a grid-based inventory to best suit their needs.,1738217059799,1
613,575,Customizable Inventory Space,organizable inventory,Player can arrange items in their inventory to best suit their needs,1738217059799,1
614,576,Customizable Hotbar,hotbar,Players have three slots for quick item access,1738217059799,1
615,577,Customizable Hotbar,hotbar,Players have a quick access hotbar they can use to access items more quickly - it has 10 configurable slots.,1738217059799,1
616,578,Customizable Hotbar,hotbar,Players have a hotbar for weapons and skills that starts with 1 slot for each and increases from time to time when levelling up.,1738217059799,1
617,579,Customizable Inventory Space,organizable inventory,Players have a grid-based inventory for each team member and a larger stash where they can arrange items to best fit their needs.,1738217059799,1
618,580,Customizable Hotbar,hotbar,Players have a customizable hotbar for each character in their party.,1738217059799,1
619,581,Customizable Hotbar,hotbar,Players have a hotbar they can customize to quickly access skills (their own or party members' skills),1738217059799,1
620,582,Customizable Hotbar,hotbar,Players have a hotbar they can customize to quickly use skills or specific items,1738217059799,1
621,583,Customizable Hotbar,hotbar,Players have a hotbar they can customize to quickly use skills or specific items,1738217059799,1
622,584,Notepad,notes,Players can take free-text notes when investigating a case/scene.,1738217059799,1
623,585,Filling the Gaps,knowledge map,"Players need to answer several questions about the crime by filling in empty spaces. Any intermediate configuration is stored, so it can always be referenced when new information is found.",1738217059799,1
624,586,Favorites,hotbar,Players can mark video clips as favorites and have a dedicated tab that only shows those clips. That makes it easy to find/reference those clips at a later point.,1738217059799,1
625,587,Tagging System,labeling,"Players can leave markers with text at any location in the world, i.e. to mark resources.",1738217059799,1
626,588,Camera,screenshots,"Players can take a picture of the currently visible scene, which are accessible ingame",1738217059799,1
627,588,Drawing On Pictures,knowledge map,Players can draw freely on top of the pictures they have taken with the ingame camera. This often helps to store and connect pieces of information from different locations in the game. This is not necessary to complete the game if the player does not want to use this feature.,1738217059799,1
628,589,Customizable Hotbar,hotbar,"Players have a hotbar which can hold up to 10 item, each slot has it predefined hotkey.
The game can also be played without using the hotbar.
Every character has their own quick slot bar in which they place spells, special skills and certain items. For further information use the drakensang manual page 24 and following.",1738217059799,2
629,590,Mini Blueprint,placeholders,"When players build a new room, they enter a blueprint mode where they can play around with the room size, shape and contents before actually building/purchasing it. While this cannot be saved, it still lets players find the best fitting arrangement more easily.",1738217059799,1
630,591,Room Templates,templates,"Players can save a room as a template, which they can then access during building to speed up the process and keep good designs easily.",1738217059799,1
631,592,Customizable Inventory Space,organizable inventory,Player can freely arrange items in the grid based inventory so as to optimize it for their playstyle. This does allow to group items by specific attributes or usecases and the individual player needs.,1738217059799,2
632,593,Automation,command queue,"Players can use an AI assistant to transport goods or plough a field with a tractor. To that end, they can define the driving pattern the AI assistant should use during their task.",1738217059799,2
633,594,Customizable Hotbar,hotbar,Players can equip four wands and four other items in whichever manner they see fit.,1738217059799,1
634,595,Customizable Quick Access Slots,hotbar,Players can assign items to up to three slots for quick access. Players select an item and can then press the desired hotkey to assign the item to a slot.,1738217059799,1
635,596,Custom Location Marker,location guidance,"Player can place custom location markers on the world map, which shows then a directional marker inside the game, making navigation easier.",1738217059799,1
636,597,Customizable Quick Access Slots,hotbar,"The player has access to a customizable quick access slots. In the inventory the player can select which items should be accessible via the quick access slot, while during gameplay the player can cycle through the equiped items, with a preview shown which items are in the rotation. Consumables that are consumed are automatically removed from the rotation. Players can assign items to different hotbars.
",1738217059799,1
637,598,Customizable Quick Access Slots,hotbar,"The player has access to a customizable quick access slot. During gameplay the player can cycle through the equiped items, with a preview shown which items are in the rotation. Consumables that are consumed are automatically removed from the rotation.",1738217059799,1
638,599,Customizable Quick Access Slots,hotbar,The player has access to a customizable quick access slot. In the inventory the player can select which items should be accessible via the quick access slot. The game provides 2 slots.,1738217059799,1
639,600,Customizable Hotbar,hotbar,"10 slots where items can be equipped, weapons (melee, ranged) have their own slots, so the hotbar is not required for combat",1738217059799,1
640,601,Customizable Hotbar,hotbar,"8 slots from (hotkeys 3 to 0), only those with items assigned are shown
weapons (melee, ranged) have their own dedicated slows on hotkeys 1 & 2, so the hotbar is not required for combat",1738217059799,1
641,602,Customizable Quick Access Wheel,hotbar,Players have a radial quick access menu where they can assign up to 8 items. One weapon and one spell can be equipped without being part of the wheel.,1738217059799,1
642,603,Customizable Quick Access Slots,hotbar,"The player has access to a customizable quick access slot. In the inventory the player can select which items should be accessible via the quick access slot, while during gameplay the player can cycle through the equiped items, with a preview shown which items are in the rotation. Consumables that are consumed are automatically removed from the rotation.",1738217059799,1
643,604,Customizable Quick Access Slots,hotbar,The game provides an interface (wheel) that allows the player to quickly select items via a key or button and customize which items are accessible.,1738217059799,1
644,605,Customizable Hotbar,hotbar,"Players have a hotbar they can customize to quickly use specific items.
Each slot in the hotbar corresponds to a key on the keyboard to select the item.
The example has 10 configurable slots.",1738217059799,1
645,606,Customizable Quick Access Keys,hotbar,Players can assign weapons to one of at least two slots for quick access via hotkeys (1-4).,1738217059799,1
646,607,Customizable Quick Access Slots,hotbar,The player has access to three customizable quick access slots. In a menu the player can select which item or skill should be accessible via each quick access slot.,1738217059799,1
647,608,Customizable Quick Access Slots,hotbar,"Player can put up two items on quick access, one accessible via hotkey and bottom screen, the other only via bottom screen.",1738217059799,1
648,609,Coaster Templates,templates,Players can save built rollercoasters to files and then use them later on to quickly build the same rollercoaster again.,1738217059799,2
649,610,Customizable Quick Access Wheel,hotbar,"The game provides an interface that allows the player to quickly select items via a key or button and customize which items are accessible.
The example has 4 configurable slots.
Casting spells can only be done via this menu even though the game can be played without using special abilities.",1738217059799,2
650,611,Customizable Inventory Space,organizable inventory,Player can freely arrange items in the grid based inventory so as to optimize it for their playstyle. This does allow to group items by specific attributes or usecases and the individual player needs.,1738217059799,2
651,612,Customizable Inventory Space,organizable inventory,Player can arrange items in their grid-based inventory such that the time they need to search for specific items is reduced.,1738217059799,1
652,613,Spell Pre-Cast,hotbar,"Players need to draw runes to cast spells, which can take some time to do. They can also pre-cast up to three spells (can also be three times the same spell) so that they can quickly use it in combat without having to draw the runes.",1738217059799,2
653,614,Customizable Inventory Space,organizable inventory,Player can freely arrange items in the grid based inventory so as to optimize it for their playstyle. This does allow to group items by specific attributes or usecases and the individual player needs.,1738217059799,2
654,615,Window Placement,organizable windows,Some information and functionality is only accessible in seperate windows. Players can organize windows on the screen as they like.,1738217059799,1
655,616,Placeholder,placeholders,"The player can record which numbers (1-9) are possible for a specific cell, making it easier to keep track of all available options.",1738217059799,2
656,617,Custom Location Marker,location guidance,"Players can place a custom location marker on the map to help them navigate.
To guide the player a marker is added to the target location and displayed in the game world.
Additionally an icon is displayed in the compass and the selected location is also highlighted on the big map.
Players can also set quests as active, which displays location markers for those quests.",1738217059799,1
657,618,Custom Location Marker,location guidance,"Players can place a custom location marker on the map to help them navigate.
An arrow is displayed on the minimap and the selected location is also highlighted on the big map.
Finally the distance to the marked location is shown.",1738217059799,1
658,619,Customizable Hotbar,hotbar,"Players have a hotbar they can customize to quickly use skills or specific items.
Each slot in the hotbar corresponds to a key on the keyboard to select the item or skill.
The example has 10 configurable slots.",1738217059799,1
659,620,Customizable Quick Access Slots,hotbar,The player has access to customizable quick access slots. The player can select which spells should be accessible via the quick access slot from a list of possibilies.,1738217059799,2
660,621,Custom Location Marker,location guidance,"Players can place a custom location marker on the map to help them navigate.
To guide the player a marker is added to the target location and displayed in the game world.
Additionally an arrow is displayed on the minimap and the selected location is also highlighted on the big map.
Finally the distance to the marked location is shown.",1738217059799,2
661,622,Custom Location Marker,location guidance,"Players can place a custom location marker on the map to help them navigate.
To guide the player a marker is added to the target location and displayed in the game world.
Additionally an arrow is displayed on the minimap and the selected location is also highlighted on the big map.
Finally the distance to the marked location is shown.",1738217059799,2
662,623,Customizable Inventory Space,organizable inventory,"Player can freely arrange items in a continuous 2 dimensional inventory so as to optimize it for their playstyle. This does allow to group items by specific attributes or usecases and the individual player needs.
New items can break up this order.",1738217059799,2
663,624,Custom Location Marker,location guidance,"Quest and waypoint markers in the world are visible when using survival mode. Then, a semi-transparent colored column of light is rendered at that location in the world and an icon is drawn at the same location.",1738217059799,1
664,625,Custom Location Marker,location guidance,"Quest and waypoint markers in the world are visible when using survival mode. Then, a semi-transparent colored column of light is rendered at that location in the world and an icon is drawn at the same location.",1738217059799,1
665,626,Chest Colors,labeling,"Player can customize their storage chests by giving chests different colors, making it easy to remember different groups of items.",1738217059799,1
666,627,Customizable Inventory Space,organizable inventory,Player can freely arrange items in the grid based inventory so as to optimize it for their playstyle. This does allow to group items by specific attributes or usecases and the individual player needs.,1738217059799,2
667,628,Customizable Hotbar,hotbar,"Players have a hotbar they can customize to quickly use skills or specific items.
Each slot in the hotbar corresponds to a key on the keyboard to select the item or skill.
The example has 12 configurable slots.",1738217059799,2
668,629,Customizable Hotbar,hotbar,"Players have a hotbar they can customize to quickly use skills or specific items.
Each slot in the hotbar corresponds to a key on the keyboard to select the item or skill.
The example has 10 configurable slots.",1738217059799,2
669,630,Machine Template,templates,"Players need to build machines to accomplish various goals. Since these can get quite complex, they can be saved and reused later on, as complexity increases.",1738217059799,1
670,631,Custom Location Marker,location guidance,"Players can place a custom location marker on the map to help them navigate.
To guide the player a marker is added to the target location and displayed in the game world.
If the player does not look in the direction of the target an arrow at the edge of the screen indicates the direction to turn.
Additionally the selected location is highlighted on the big map and a path trail is shown on the map and in the game world.
Finally the distance to the marked location is shown.",1738217059799,2
671,632,Mark Enemies,location guidance,Players can tag enemies to get a better view of their position.,1738217059799,2
672,633,Create Templates,templates,"Players can create templates to reuse later on, e.g. a specific road setup like a complex intersection.",1738217059799,1
673,634,Custom Location Marker,location guidance,"Players can place a custom location marker on the map to help them navigate.
To guide the player a marker is added to the target location and displayed in the game world.
If the player does not look in the direction of the target an arrow at the edge of the screen indicates the direction to turn.
Additionally the selected location is also highlighted on the big map.
Finally the distance to the marked location is shown.",1738217059799,2
674,635,Custom Location Marker,location guidance,"Players can place a custom location marker on the map to help them navigate.
To guide the player a marker is added to the target location and displayed in the game world.
If the player does not look in the direction of the target an arrow at the edge of the screen indicates the direction to turn.
Additionally the selected location is highlighted on the big map and a path trail is shown on the map and in the game world.",1738217059799,2
675,636,Customizable Quick Access Wheel,hotbar,The game provides an interface (wheel) that allows the player to quickly select items and customize which items are accessible inside the wheel.,1738217059799,2
676,637,Action Queues,command queue,"Players can queue movement for units (once or on repeat) by holding shift and selecting the target locations. Each selected location is marked by a flag.
Movement queues can for example be used to scout an area to obtain information without the need to control the unit continuously.",1738217059799,2
677,638,Control Groups,hotbar,"Players can bind units to specific hotkeys, such that every unit in the group is selected when they associated key is pressed. This is essential to manage the diverse and large number of units players command. All binding are displayed via specific symbols on top of the screen.",1738217059799,2
678,639,Hotbar and Radial Quick Access,hotbar,Players have a hotbar with three slots at the bottom of the screen and an additional (bigger) radial menu that can be opened on demand - both allow assigning skills to the slots.,1738217059799,1
679,640,Customizable Quick Access Keybindings,hotbar,"Players can assign items to the number keys (1-9, 0) to quickly use them.
The first two slots are reserved for melee and ranged weapons, while the other keys can only be used for spells (runes or scrolls for magic and teleportation).

Since scrolls are consumables the lifetime is action based.",1738217059799,2
680,641,Customizable Quick Access Keybindings,hotbar,"Players can assign items to the number keys (1-9, 0) to quickly use them.
The first two slots are reserved for melee and ranged weapons, while the other keys can only be used for spells (runes or scrolls for magic and teleportation).

Since scrolls are consumables the lifetime is action based.",1738217059799,2
681,642,Customizable Quick Access Slots,hotbar,"The player has access to customizable quick access slots. In the inventory the player can select which items should be accessible via the quick access slot, while during gameplay the player can cycle through the equiped items, with a preview shown which items are in the rotation. Consumables that are consumed are automatically removed from the rotation.",1738217059799,2
682,643,Window Placement,organizable windows,"A lot of information is only accessible via separate windows, which players can arrange as they like. ",1738217059799,2
683,644,Customizable Hotbar,hotbar,"Players have a hotbar they can customize to quickly use skills or specific items.
Each slot in the hotbar corresponds to a key on the keyboard to select the item or skill.
The example has 7 configurable slots.",1738217059799,2
684,645,Custom Location Marker,location guidance,"Players can place a custom location marker on the map to help them navigate.
To guide the player a marker is added to the target location and displayed in the game world.
Additionally an icon is displayed in the compass and the selected location is also highlighted on the big map.",1738217059799,2
685,646,Active Quest Tracker,hotbar,The player can choose in his questlog which quest to select. Tracking a quest automatically shows the task of the quest on the screen. Quest markers expire after completing a quest. Additionally an icon is displayed in the compass and the selected location is also highlighted on the big map.,1738217059799,2
686,647,Custom Location Marker,location guidance,"Players can place a custom location marker on the map to help them navigate.
To guide the player a marker is added to the target location and displayed in the game world.
If the player does not look in the direction of the target an arrow at the edge of the screen indicates the direction to turn.
Additionally the selected location is also highlighted on the big map and a path trail is shown on the map and in the game world in case the player is inside a vehicle.
Finally the distance to the marked location is shown.",1738217059799,2
687,648,Action Queues,command queue,"Players can queue movement for units (once or on repeat) which is displayed as an ingame path trail.
This can be used to scout an area to obtain information without the need to control the unit continuously.
Additionally a rally point can be assigned, to which units automatically walk after spawning.",1738217059799,2
688,649,Control Groups,hotbar,"Players can bind units to specific hotkeys, such that every unit in the group is selected when they associated key is pressed.
This is essential to manage the diverse and large number of units players command.
All binding are displayed via specific slots.",1738217059799,2
689,650,Map Drawing,free expression,The player can draw freely on the minimap (like with a pencil). The drawn shape can be seen by all allies and therefore can be used to draw potential movements or attack vectors. After a certain amount of time the shape expires such that the minimap can not be overdrawn permenantly. The player color is used to color the drawn shape.,1738217059799,1
690,651,Action Queues,command queue,"Players can queue movement for units (once or on repeat) which is displayed as an ingame pathtrail. For example, when producing new drones (units) they can be given a ralley point where they will walk after spawning.

Another example is scouting, where players use a unit to scout the enemy's base to get information on their strategy. Instead of manually controlling the unit all the time, players queue waypoints to move to and only adjust the queue on demand.",1738217059799,1
691,652,Action Queues,command queue,Players can queue movement for units (once or on repeat) by holding shift and selecting the target locations. Each selected location is marked by a flag. Movement queues can for example be used to scout an area to obtain information without the need to control the unit continuously.,1738217059799,1
692,653,Custom Formations,templates,"Players can define a custom formation of all their party members, i.e. to make sure that durable characters are in the front to tank the damage.
This formation is saved and can be reused.",1738217059799,1
693,654,Action Queues,command queue,Players can define rally points where spawned units should go to and add waypoints for units to move to generally.,1738217059799,1
694,655,Customizable Quick Access Slots,hotbar,"The player has access to a customizable quick access slot.
In the inventory the player can select which items should be accessible via the quick access slot, while during gameplay the player can cycle through the equiped items, with a preview shown which items are in the rotation.
Consumables that are consumed are automatically removed from the rotation.",1738217059799,2
695,656,Customizable Hotbar,hotbar,"Players have a hotbar they can customize to quickly use skills or specific items.
Each slot in the hotbar corresponds to a key on the keyboard to select the item or skill.
The example has 12 configurable slots.",1738217059799,2
696,657,Active Quest Tracker,hotbar,The player can choose in his questlog which quest to select. Tracking a quest automatically shows the task of the quest on the screen. Quest information expires after completing a quest.,1738217059799,2
697,658,Customizable Quick Access Wheel,hotbar,The game provides an interface (wheel) that allows the player to quickly select items and customize which items are accessible inside the wheel.,1738217059799,2
698,659,Control Groups,hotbar,"Players can bind units to specific hotkeys, such that every unit in the group is selected when they associated key is pressed.
This is essential to manage the diverse and large number of units players command.
All binding are displayed via specific symbols.",1738217059799,2
699,660,Custom Location Marker,location guidance,"Players can place a limited number of location markers using a scope, each marker having a different color. Markers can also be converted into stamps on the map. They disappear once the location is reached.",1738217059799,1
700,661,Map Marker,location guidance,"Players can place stamps on the map, which are also shown on the minimap. There is a set of predefined icons that players can choose from, but they can place as many stamps as they like.",1738217059799,1
701,662,Custom Location Marker,location guidance,"Players can place a custom location marker on the map to help them navigate.
To guide the player a marker is added to the target location and displayed in the game world.
If the player does not look in the direction of the target an arrow at the edge of the screen indicates the direction to turn.
Additionally the selected location is highlighted on the big map and a path trail is shown on the map and in the game world.
Finally the distance to the marked location is shown.",1738217059799,2
702,663,Customizable Quick Access Wheel,hotbar,The game provides an interface (wheel) that allows the player to quickly select items and customize which items are accessible inside the wheel.,1738217059799,2
703,664,Active Quest Tracker,hotbar,The player can choose in his questlog which quest to select. Tracking a quest automatically shows the task of the quest on the screen. Quest markers expire after completing a quest. Additionally an icon is displayed in the compass and the selected location is also highlighted on the big map. ,1738217059799,2
704,665,Mark Enemies,location guidance,Players can tag enemies to get a better view of their position.,1738217059799,2
705,666,Customizable Hotbar,hotbar,"Players have a hotbar they can customize to quickly use skills or specific items.
Each slot in the hotbar corresponds to a key on the keyboard to select the item or skill.
The example has 10 configurable slots.",1738217059799,2
706,667,Custom Location Marker,location guidance,"Players can place a custom location marker on the map to help them navigate.
To guide the player a marker is added to the target location and displayed in the game world.
The selected location is also highlighted on the big map.
Finally the distance to the marked location is shown.",1738217059799,2
707,668,Custom Location Marker,location guidance,"Players can place a custom location marker on the map to help them navigate.
To guide the player a marker is added to the target location and displayed in the game world.
If the player does not look in the direction of the target an arrow at the edge of the screen indicates the direction to turn.
Additionally an icon is displayed in the compass and the selected location is also highlighted on the big map. In case the player is on a mount a ingame path trail is shown.
Finally the distance to the marked location is shown.",1738217059799,2
708,669,Active Quest Tracker,hotbar,The player can choose in his questlog which quest to select. Tracking a quest automatically shows the task of the quest on the screen. Quest markers expire after completing a quest. Additionally an icon is displayed in the compass and the selected location is also highlighted on the big map. Finally the distance to the marked location is shown.,1738217059799,2
709,670,Customizable Quick Access Wheel,hotbar,The game provides an interface (wheel) that allows the player to quickly select items and customize which items are accessible inside the wheel.,1738217059799,2
710,671,Custom Location Marker,location guidance,"Players can place a custom location marker on the map to help them navigate.
To guide the player a marker is added to the target location and displayed in the game world.
If the player does not look in the direction of the target an arrow at the edge of the screen indicates the direction to turn.
Additionally the selected location is highlighted on the big map and a path trail is shown on the map and in the game world in case the player is inside a vehicle.
Finally the distance to the marked location is shown.",1738217059799,2
711,672,Custom Location Marker,location guidance,"Players can place a custom location marker on the map to help them navigate.
To guide the player a marker is added to the target location and displayed in the game world.
If the player does not look in the direction of the target an arrow at the edge of the screen indicates the direction to turn.
Additionally an icon is displayed in the compass and the selected location is also highlighted on the big map.
Finally the distance to the marked location is shown.",1738217059799,2
712,673,Custom Location Marker,location guidance,"Players can place a custom location marker on the map to help them navigate.
To guide the player a marker is added to the target location and displayed in the game world.
Additionally an icon is displayed in the compass and the selected location is also highlighted on the big map.

Alternatively the player can choose a quest in the questlog to get a location marker for the related location.",1738217059799,2
713,674,Favorites Quick Access,hotbar,"Players can mark items as favorites, which shows them in a special category in the inventory. They are also available in a special quick access menu. So the favorites are available in two different menus.",1738217059799,2
714,675,Quick Access Wheel,hotbar,The game provides an interface (wheel) that allows the player to quickly select items and customize which items are accessible inside the wheel.,1738217059799,2
715,676,Custom Location Marker,location guidance,"Players can place a custom location marker on the map to help them navigate.
To guide the player a marker is added to the target location and displayed in the game world.
In player does not look in the direction of the target an arrow at the edge of the screen indicates the direction to turn.
Additionally the selected location is highlighted on the big map and a path trail is shown on the minimap.",1738217059799,2
716,677,Active Quest Tracker,hotbar,The player can choose in his questlog which quest to select. Tracking a quest automatically shows the task of the quest on the screen. Quest markers expire after completing a quest. If the player does not look in the direction of the target an arrow at the edge of the screen indicates the direction to turn. Additionally an icon is displayed in the compass and the selected location is also highlighted on the big map. Finally the distance to the marked location is shown.,1738217059799,2
717,678,Player Messages,free expression,"Players can leave messages throughout the world for other players to read, but are limited to choosing from a set of predefined words/sentence structures. Players only see a unique subset of all available messages (to prevent clutter). Can include messages intended to mislead/troll.",1738217059799,2
